book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
1288,9014,9014,522169,109,451196716,9780451196710.0,"Richard Bachman, Stephen King",1979.0,The Long Walk,The Long Walk,eng,4.11,71775,79936,3980,813,3338,14937,28192,32656,https://images.gr-assets.com/books/1309212400m/9014.jpg,https://images.gr-assets.com/books/1309212400s/9014.jpg
1291,42898,42898,2958166,52,451412354,9780451412360.0,J.R. Ward,2007.0,Lover Revealed,"Lover Revealed (Black Dagger Brotherhood, #4)",eng,4.3,97830,106471,3930,622,2703,14865,33783,54498,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1292,5413,5413,40802405,22,385516487,9780385516490.0,"Stephen King, Jerry N. Uelsmann",2005.0,'Salem's Lot The Illustrated Edition,'Salem's Lot,eng,4.25,72797,74725,482,460,1854,12040,24920,35451,https://images.gr-assets.com/books/1320478491m/5413.jpg,https://images.gr-assets.com/books/1320478491s/5413.jpg
1295,17029526,17029526,23346114,42,1301627445,9781301627450.0,Abbi Glines,2013.0,"Never Too Far (Too Far, #2)","Never Too Far (Rosemary Beach, #2; Too Far, #2)",eng,4.21,97616,103058,5912,1356,3842,15546,33228,49086,https://images.gr-assets.com/books/1356822956m/17029526.jpg,https://images.gr-assets.com/books/1356822956s/17029526.jpg
1299,9566,9566,1105809,40,184243022X,9781842430220.0,Tom Robbins,1980.0,Still Life with Woodpecker,Still Life with Woodpecker,eng,4.04,56802,61511,2462,960,2789,11834,23239,22689,https://images.gr-assets.com/books/1308749778m/9566.jpg,https://images.gr-assets.com/books/1308749778s/9566.jpg
1301,1110,1110,3204998,104,385340540,9780385340540.0,John Grisham,2005.0,The Broker,The Broker,eng,3.77,65428,69823,2266,893,4463,21542,25960,16965,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1308,17927395,17927395,25126749,39,,,Sarah J. Maas,2016.0,A Court of Mist and Fury,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",eng,4.72,108384,126491,22700,931,1420,4725,18000,101415,https://images.gr-assets.com/books/1485259138m/17927395.jpg,https://images.gr-assets.com/books/1485259138s/17927395.jpg
1310,85301,85301,4345835,69,676979343,9780676979340.0,Jhumpa Lahiri,2008.0,Unaccustomed Earth,Unaccustomed Earth,eng,4.11,60126,67585,6978,442,2284,11807,27840,25212,https://images.gr-assets.com/books/1320398140m/85301.jpg,https://images.gr-assets.com/books/1320398140s/85301.jpg
1311,5191,5191,3131254,77,316601950,9780316601960.0,Anita Shreve,1998.0,The Pilot's Wife,The Pilot's Wife,eng,3.5,71777,76668,3878,1935,8327,27878,26648,11880,https://images.gr-assets.com/books/1435011220m/5191.jpg,https://images.gr-assets.com/books/1435011220s/5191.jpg
1325,1914973,1914973,6504351,56,670018864,9780670018860.0,Tana French,2008.0,The Likeness,"The Likeness (Dublin Murder Squad, #2)",eng,4.05,72480,80243,6945,915,2856,14814,34478,27180,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1339,813214,813214,59181,35,451223292,9780451223300.0,Stephen King,1980.0,The Mist,The Mist,en-US,3.92,82062,83240,1440,988,4618,20962,30268,26404,https://images.gr-assets.com/books/1331317781m/813214.jpg,https://images.gr-assets.com/books/1331317781s/813214.jpg
1344,6516450,6516450,6708278,61,316078573,9780316078570.0,Malcolm Gladwell,2009.0,What the Dog Saw and Other Adventures,What the Dog Saw and Other Adventures,eng,3.82,65277,70618,3896,1117,4118,19088,28218,18077,https://images.gr-assets.com/books/1344263875m/6516450.jpg,https://images.gr-assets.com/books/1344263875s/6516450.jpg
1347,20926278,20926278,27239641,76,1476770387,9781476770380.0,Stephen King,2014.0,Revival,Revival,en-US,3.75,53662,69091,8563,1438,4573,19386,27879,15815,https://images.gr-assets.com/books/1394651975m/20926278.jpg,https://images.gr-assets.com/books/1394651975s/20926278.jpg
1358,220968,220968,213966,107,440241022,9780440241030.0,Lee Child,2005.0,One Shot,"One Shot (Jack Reacher, #9)",eng,4.2,63335,71439,2638,289,1204,10908,30708,28330,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1360,472343,472343,3041864,105,1416552510,9781416552510.0,Stephen King,2008.0,Duma Key,Duma Key,en-US,3.93,73807,79596,4435,1249,4629,18274,30121,25323,https://images.gr-assets.com/books/1470266968m/472343.jpg,https://images.gr-assets.com/books/1470266968s/472343.jpg
1361,1278752,1278752,1267740,121,330448447,9780330448440.0,Kate Morton,2006.0,The Shifting Fog,The House at Riverton,eng,3.93,69948,80893,7094,920,3728,18993,33495,23757,https://images.gr-assets.com/books/1356452218m/1278752.jpg,https://images.gr-assets.com/books/1356452218s/1278752.jpg
1388,5346,5346,1022242,101,385339682,9780385339680.0,John Grisham,2004.0,The Last Juror,The Last Juror,eng,3.85,63114,66955,1754,606,3118,19000,26907,17324,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1389,22284,22284,1602261,59,1400032814,9781400032820.0,Chuck Palahniuk,2003.0,Diary,Diary,eng,3.6,58428,61369,2196,1633,6299,19618,21016,12803,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1390,11003,11003,811763,48,312985347,9780312985350.0,Janet Evanovich,2005.0,Eleven on Top,"Eleven on Top (Stephanie Plum, #11)",en-US,4.15,84363,88853,1747,274,1975,17144,34202,35258,https://images.gr-assets.com/books/1166394806m/11003.jpg,https://images.gr-assets.com/books/1166394806s/11003.jpg
1405,6080337,6080337,6257025,82,385528779,9780385528770.0,Margaret Atwood,2009.0,The Year of the Flood,"The Year of the Flood  (MaddAddam, #2)",eng,4.05,68597,77159,6394,743,2970,14154,33112,26180,https://images.gr-assets.com/books/1327906873m/6080337.jpg,https://images.gr-assets.com/books/1327906873s/6080337.jpg
1406,6668467,6668467,6863383,56,312364121,9780312364120.0,Kristin Hannah,2009.0,Winter Garden,Winter Garden,en-GB,4.13,66577,74715,8900,863,2603,12545,28571,30133,https://images.gr-assets.com/books/1265932201m/6668467.jpg,https://images.gr-assets.com/books/1265932201s/6668467.jpg
1407,5356,5356,3137817,111,385339658,9780385339650.0,John Grisham,2003.0,The King of Torts,The King of Torts,eng,3.67,61835,65334,1711,1244,5632,21215,22824,14419,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1414,3464,3464,1625592,94,044669651X,9780446696520.0,Nicholas Sparks,2003.0,True Believer,"True Believer (Jeremy Marsh & Lexie Darnell, #1)",en-US,3.8,62840,67625,2583,1397,5007,19130,22451,19640,https://images.gr-assets.com/books/1385739017m/3464.jpg,https://images.gr-assets.com/books/1385739017s/3464.jpg
1416,8709523,8709523,13582370,35,1595143181,9781595143180.0,Richelle Mead,2012.0,The Golden Lily,"The Golden Lily (Bloodlines, #2)",en-US,4.36,86929,91787,6026,688,1779,10687,29356,49277,https://images.gr-assets.com/books/1360599818m/8709523.jpg,https://images.gr-assets.com/books/1360599818s/8709523.jpg
1419,6344097,6344097,6972161,18,785136207,9780785136200.0,"Roberto Aguirre-Sacasa, Stephen King, Mike Perkins, Laura       Martin",2009.0,,The Stand: Captain Trips,eng,4.43,57279,57974,276,747,1162,5837,14861,35367,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1423,10619,10619,833191,123,340640146,9780340640140.0,Stephen King,1995.0,Rose Madder,Rose Madder,eng,3.66,70921,76251,1714,2065,8052,23483,22705,19946,https://images.gr-assets.com/books/1375870513m/10619.jpg,https://images.gr-assets.com/books/1375870513s/10619.jpg
1424,220969,220969,213967,98,515142247,9780515142240.0,Lee Child,1998.0,"Die Trying (Jack Reacher, #2)","Die Trying (Jack Reacher, #2)",en-US,4.0,62128,73664,3367,428,2354,15935,32853,22094,https://images.gr-assets.com/books/1377633008m/220969.jpg,https://images.gr-assets.com/books/1377633008s/220969.jpg
1426,10913,10913,3349582,50,60878061,9780060878060.0,Jodi Picoult,1999.0,Keeping Faith,Keeping Faith,,3.79,62405,69258,3462,1023,4612,19883,26392,17348,https://images.gr-assets.com/books/1407111555m/10913.jpg,https://images.gr-assets.com/books/1407111555s/10913.jpg
1440,1255781,1255781,1244564,52,786868724,9780786868730.0,Mitch Albom,2009.0,Have a Little Faith: A True Story,Have a Little Faith: a True Story,en-US,4.16,60002,63096,4273,641,2021,10903,22733,26798,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1455,13438524,13438524,18945788,38,62124269,9780062124260.0,Barbara Kingsolver,2012.0,Flight Behavior,Flight Behavior,eng,3.75,57078,65593,8825,1681,5240,16765,25871,16036,https://images.gr-assets.com/books/1352212134m/13438524.jpg,https://images.gr-assets.com/books/1352212134s/13438524.jpg
1459,15924,15924,1498113,80,446698466,9780446698470.0,Nicholas Sparks,2004.0,At First Sight,"At First Sight (Jeremy Marsh & Lexie Darnell, #2)",en-US,3.81,62219,66617,3240,1492,5098,17959,22090,19978,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1460,24,24,2611786,76,767903862,9780767903870.0,Bill Bryson,2000.0,Down Under,In a Sunburned Country,eng,4.05,58688,66668,4455,607,2214,12998,28184,22665,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1490,22453035,23492589,41884478,73,1501100130,9781501100130.0,Stephen King,2015.0,Finders Keepers,"Finders Keepers (Bill Hodges Trilogy, #2)",eng,4.03,36541,65282,6876,372,1857,12964,30192,19897,https://images.gr-assets.com/books/1468705421m/22453035.jpg,https://images.gr-assets.com/books/1468705421s/22453035.jpg
1499,28587957,28587957,45950662,46,345544951,9780345544960.0,Jodi Picoult,2016.0,,Small Great Things,eng,4.35,73745,97404,11839,1035,2060,9633,33373,51303,https://images.gr-assets.com/books/1468057481m/28587957.jpg,https://images.gr-assets.com/books/1468057481s/28587957.jpg
1500,11298,11298,2057170,146,037571894X,9780375718950.0,"Haruki Murakami, Alfred Birnbaum",1982.0,羊をめぐる冒険 [Hitsujiwomegurubōken],"A Wild Sheep Chase (The Rat, #3)",eng,3.94,55262,63449,3161,561,2882,14590,27275,18141,https://images.gr-assets.com/books/1327908774m/11298.jpg,https://images.gr-assets.com/books/1327908774s/11298.jpg
1501,252499,252499,1024199,61,743246071,9780743246070.0,Philippa Gregory,2003.0,The Queen's Fool,"The Queen's Fool (The Plantagenet and Tudor Novels, #12)",en-US,3.83,69504,74843,2884,859,4137,21150,29517,19180,https://images.gr-assets.com/books/1399204116m/252499.jpg,https://images.gr-assets.com/books/1399204116s/252499.jpg
1503,8682,8682,1105831,31,1842430351,9781842430350.0,Tom Robbins,1984.0,Jitterbug Perfume,Jitterbug Perfume,eng,4.24,48277,55296,3099,687,1888,7929,17887,26905,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1530,77276,77276,1196024,20,440401585,9780440401580.0,Madeleine L'Engle,1978.0,A Swiftly Tilting Planet,"A Swiftly Tilting Planet (A Wrinkle in Time Quintet, #3)",eng,4.13,75851,80918,1477,891,2666,15130,28633,33598,https://images.gr-assets.com/books/1327465278m/77276.jpg,https://images.gr-assets.com/books/1327465278s/77276.jpg
1532,8554005,8554005,10809193,52,1439102724,9781439102720.0,Jodi Picoult,2011.0,Sing You Home,Sing You Home,en-US,3.76,62494,68347,6241,1770,5345,18571,24791,17870,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1534,15158,15158,2571396,90,446615625,9780446615620.0,David Baldacci,2005.0,The Camel Club,"The Camel Club (Camel Club, #1)",eng,4.02,58973,63140,2255,886,2571,12705,25005,21973,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1537,16180,16180,816515,76,743272501,9780743272510.0,Philippa Gregory,2006.0,The Boleyn Inheritance,"The Boleyn Inheritance (The Plantagenet and Tudor Novels, #10)",eng,3.84,62135,71070,3967,506,3336,20312,29721,17195,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1543,13573236,13573236,19153727,87,385535144,9780385535140.0,John Grisham,2012.0,The Racketeer,The Racketeer,,3.79,48286,66645,6871,939,4252,18459,27477,15518,https://images.gr-assets.com/books/1344371438m/13573236.jpg,https://images.gr-assets.com/books/1344371438s/13573236.jpg
1556,13362536,13362536,18591132,42,1620610094,9781620610090.0,Jennifer L. Armentrout,2012.0,Opal,"Opal (Lux, #3)",,4.34,92014,98068,8330,1079,2588,11790,28917,53694,https://images.gr-assets.com/books/1348200300m/13362536.jpg,https://images.gr-assets.com/books/1348200300s/13362536.jpg
1562,22609310,34324605,42099145,28,1476791457,9781476791460.0,Colleen Hoover,2015.0,,Confess,en-GB,4.25,72611,86860,11682,1122,2934,12186,27722,42896,https://images.gr-assets.com/books/1412280173m/22609310.jpg,https://images.gr-assets.com/books/1412280173s/22609310.jpg
1568,27362503,27362503,43940889,19,,,Colleen Hoover,2016.0,It Ends with Us,It Ends with Us,eng,4.44,80433,94915,15878,1172,2155,8566,24847,58175,https://images.gr-assets.com/books/1470427482m/27362503.jpg,https://images.gr-assets.com/books/1470427482s/27362503.jpg
1572,25100,25100,2371237,50,156389226X,9781563892260.0,"Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson",1991.0,The Sandman: Dream Country,Dream Country (The Sandman #3),eng,4.28,67753,73932,1407,1786,1814,9096,22186,39050,https://images.gr-assets.com/books/1402485052m/25100.jpg,https://images.gr-assets.com/books/1402485052s/25100.jpg
1573,5360,5360,1125216,95,385337930,9780385337940.0,John Grisham,2001.0,A Painted House,A Painted House,eng,3.67,59974,64092,3334,2048,6355,18253,21725,15711,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1576,7912007,7912007,11067830,80,1439192561,9781439192570.0,Stephen King,2010.0,"Full Dark, No Stars","Full Dark, No Stars",en-US,4.03,60672,69347,5276,682,2494,14005,28981,23185,https://images.gr-assets.com/books/1327892855m/7912007.jpg,https://images.gr-assets.com/books/1327892855s/7912007.jpg
1578,32439,32439,442737,82,553582917,9780553582920.0,Dean Koontz,1987.0,Intensity,Intensity,eng,4.04,58062,61292,2323,991,2621,12745,21582,23353,https://images.gr-assets.com/books/1308458213m/32439.jpg,https://images.gr-assets.com/books/1308458213s/32439.jpg
1594,854757,854757,1616066,58,312987854,9780312987860.0,Jennifer Crusie,2004.0,Bet Me,Bet Me,eng,3.95,70737,73479,3203,1759,4253,16515,24613,26339,https://images.gr-assets.com/books/1316129534m/854757.jpg,https://images.gr-assets.com/books/1316129534s/854757.jpg
1596,20707959,20707959,40030582,78,038553714X,9780385537150.0,John Grisham,2014.0,Gray Mountain,Gray Mountain,eng,3.52,37379,59387,7029,2111,6961,19259,19923,11133,https://images.gr-assets.com/books/1403704671m/20707959.jpg,https://images.gr-assets.com/books/1403704671s/20707959.jpg
1599,8949352,8949352,13395554,45,312364423,9780312364430.0,Kristin Hannah,2011.0,Night Road,Night Road,en-US,4.17,58028,63759,6334,679,2158,9867,24088,26967,https://images.gr-assets.com/books/1282369257m/8949352.jpg,https://images.gr-assets.com/books/1282369257s/8949352.jpg
1607,32506,32506,32671,115,446690457,9780446690450.0,Michael Connelly,1996.0,The Poet,"The Poet (Jack McEvoy, #1; Harry Bosch Universe, #5)",eng,4.19,56191,60785,1912,463,1421,9481,24104,25316,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1617,21745,21745,497415,82,1590860624,9781590860620.0,"Lee Child, Dick Hill",2002.0,Without Fail ,"Without Fail (Jack Reacher, #6)",eng,4.16,53411,63467,1787,300,1283,10727,26737,24420,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1618,95617,95617,883913,36,842377506,9780842377510.0,"Francine Rivers, Richard Ferrone",1993.0,A Voice in the Wind,"A Voice in the Wind (Mark of the Lion, #1)",en-US,4.6,55556,56920,2647,680,903,3382,10680,41275,https://images.gr-assets.com/books/1459567327m/95617.jpg,https://images.gr-assets.com/books/1459567327s/95617.jpg
1627,3507,3507,3095104,49,312349486,9780312349490.0,Janet Evanovich,2006.0,Twelve Sharp,"Twelve Sharp (Stephanie Plum, #12)",eng,4.14,74747,79373,1971,245,1783,15590,31095,30660,https://images.gr-assets.com/books/1316727699m/3507.jpg,https://images.gr-assets.com/books/1316727699s/3507.jpg
1636,1412138,1412138,1178926,33,441015662,9780441015660.0,Patricia Briggs,2008.0,Iron Kissed,"Iron Kissed (Mercy Thompson, #3)",en-US,4.36,83051,88443,3002,318,1191,10100,31538,45296,https://images.gr-assets.com/books/1358229529m/1412138.jpg,https://images.gr-assets.com/books/1358229529s/1412138.jpg
1645,22285,22285,2902758,61,385517874,9780385517870.0,Chuck Palahniuk,2007.0,Rant: An Oral Biography of Buster Casey,Rant,en-US,3.82,49255,52780,2720,1508,4622,12588,17321,16741,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1649,5196,5196,2485770,73,440235596,9780440235590.0,Maeve Binchy,1998.0,Tara Road,Tara Road,eng,3.88,60154,63312,1755,775,3273,16628,24613,18023,https://images.gr-assets.com/books/1403194637m/5196.jpg,https://images.gr-assets.com/books/1403194637s/5196.jpg
1653,285205,285205,2577848,40,441014739,9780441014740.0,Patricia Briggs,2007.0,Blood Bound,"Blood Bound (Mercy Thompson, #2)",eng,4.31,84677,90510,3154,278,1259,11617,34357,42999,https://images.gr-assets.com/books/1358229157m/285205.jpg,https://images.gr-assets.com/books/1358229157s/285205.jpg
1654,12216302,12216302,17189468,19,451464400,9780451464410.0,Jim Butcher,2012.0,Cold Days,"Cold Days (The Dresden Files, #14)",en-US,4.51,57779,66009,4146,118,504,4698,21232,39457,https://images.gr-assets.com/books/1345145377m/12216302.jpg,https://images.gr-assets.com/books/1345145377s/12216302.jpg
1665,1268479,1268479,1257385,41,,,Brandon Sanderson,2009.0,Warbreaker,"Warbreaker (Warbreaker, #1)",eng,4.22,55948,65488,4548,322,1337,9533,26899,27397,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1667,8492856,8492856,13014066,31,670012947,9780670012950.0,Sarah Dessen,2011.0,What Happened to Goodbye,What Happened to Goodbye,eng,3.97,69636,72976,4082,1000,3765,16998,25820,25393,https://images.gr-assets.com/books/1347810788m/8492856.jpg,https://images.gr-assets.com/books/1347810788s/8492856.jpg
1676,9593,9593,517654,92,385333870,9780385333870.0,Kurt Vonnegut Jr.,1985.0,Galápagos,Galápagos,,3.87,48330,54131,2134,543,3003,14082,21793,14710,https://images.gr-assets.com/books/1355012643m/9593.jpg,https://images.gr-assets.com/books/1355012643s/9593.jpg
1685,10915,10915,3349637,55,743418719,9780743418710.0,Jodi Picoult,2001.0,Salem Falls,Salem Falls,en-US,3.8,59930,62434,2992,816,3815,17863,24523,15417,https://images.gr-assets.com/books/1344397557m/10915.jpg,https://images.gr-assets.com/books/1344397557s/10915.jpg
1689,1158967,1158967,2689445,74,553805487,9780553805480.0,Sarah Addison Allen,2007.0,Garden Spells,"Garden Spells (Waverley Family, #1)",eng,4.06,65409,71577,8745,815,2757,13797,27819,26389,https://images.gr-assets.com/books/1347309330m/1158967.jpg,https://images.gr-assets.com/books/1347309330s/1158967.jpg
1690,8058301,8058301,12731936,25,045146379X,9780451463790.0,Jim Butcher,2011.0,Ghost Story,"Ghost Story (The Dresden Files,  #13)",eng,4.25,59657,66787,3654,282,1851,9767,23863,31024,https://images.gr-assets.com/books/1329104700m/8058301.jpg,https://images.gr-assets.com/books/1329104700s/8058301.jpg
1694,40317,40317,1943980,43,312349491,9780312349490.0,Janet Evanovich,2007.0,Lean Mean Thirteen,"Lean Mean Thirteen (Stephanie Plum, #13)",en-US,4.08,73839,77820,2214,309,2120,16987,30069,28335,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1699,21104828,21104828,40462273,60,,,Kate Morton,2015.0,The Lake House,The Lake House,eng,4.04,46348,62987,7964,926,2137,11552,27411,20961,https://images.gr-assets.com/books/1455089249m/21104828.jpg,https://images.gr-assets.com/books/1455089249s/21104828.jpg
1704,9592,9592,1222244,103,385334141,9780385334140.0,Kurt Vonnegut Jr.,1961.0,Mother Night,Mother Night,en-US,4.21,52249,57090,2195,199,1118,9073,23064,23636,https://images.gr-assets.com/books/1344621657m/9592.jpg,https://images.gr-assets.com/books/1344621657s/9592.jpg
1709,16433,16433,2789370,67,553588265,9780553588260.0,Dean Koontz,2005.0,Forever Odd,"Forever Odd (Odd Thomas, #2)",en-US,3.96,54958,59864,2419,490,2935,14032,23136,19271,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1713,9300,9300,912230,65,99489988,9780099489990.0,Marian Keyes,1995.0,Watermelon,"Watermelon (Walsh Family, #1)",,3.79,55841,59134,1427,1605,4037,16205,20862,16425,https://images.gr-assets.com/books/1345767584m/9300.jpg,https://images.gr-assets.com/books/1345767584s/9300.jpg
1714,12557,12557,1131637,66,143038109,9780143038110.0,Amy Tan,1991.0,The Kitchen God's Wife,The Kitchen God's Wife,en-US,3.98,58836,62180,1750,364,1910,14429,27340,18137,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1717,32552,32552,15570658,12,1593080646,9781593080650.0,"Edgar Allan Poe, Benjamin F. Fisher",1849.0,,Essential Tales and Poems,en-US,4.35,59354,60696,87,539,1225,7572,18628,32732,https://images.gr-assets.com/books/1328753072m/32552.jpg,https://images.gr-assets.com/books/1328753072s/32552.jpg
1723,11710373,11710373,16657990,39,385344430,9780385344430.0,Diana Gabaldon,2014.0,Written in My Own Heart's Blood,"Written in My Own Heart's Blood (Outlander, #8)",eng,4.5,46663,62767,5617,336,924,5205,17069,39233,https://images.gr-assets.com/books/1365173799m/11710373.jpg,https://images.gr-assets.com/books/1365173799s/11710373.jpg
1733,5352,5352,270452,100,385339593,9780385339600.0,John Grisham,2002.0,The Summons,The Summons,eng,3.68,53304,56634,1569,821,4168,19241,20480,11924,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1735,23220,23220,3239380,50,60525118,9780060525120.0,Meg Cabot,2005.0,"Size 12 Is Not Fat (Heather Wells, #1)","Size 12 Is Not Fat (Heather Wells, #1)",en-US,3.75,66089,67720,2367,1798,5185,19396,23130,18211,https://images.gr-assets.com/books/1259077761m/23220.jpg,https://images.gr-assets.com/books/1259077761s/23220.jpg
1746,13153,13153,15324,43,6498523,9780006498520.0,James Patterson,1995.0,Hide and Seek,Hide and Seek,en-US,4.1,53038,54463,455,544,1604,11044,19768,21503,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1748,14756,14756,1440388,48,743470125,9780743470120.0,Jennifer Weiner,2005.0,Goodnight Nobody,Goodnight Nobody,en-US,3.64,51748,53145,1870,1088,4432,17806,18827,10992,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1752,77262,77262,809743,34,60921145,9780060921150.0,Barbara Kingsolver,1990.0,Animal Dreams,Animal Dreams,eng,4.05,51007,53763,1983,363,1673,11103,22444,18180,https://images.gr-assets.com/books/1481663395m/77262.jpg,https://images.gr-assets.com/books/1481663395s/77262.jpg
1789,4325,4325,7995,35,142401757,9780142401750.0,Sarah Dessen,2000.0,Dreamland ,Dreamland,eng,3.91,64082,65731,3813,1556,4772,15338,20590,23475,https://images.gr-assets.com/books/1385861832m/4325.jpg,https://images.gr-assets.com/books/1385861832s/4325.jpg
1804,1466455,1466455,2172728,42,60586133,9780060586130.0,Liane Moriarty,2003.0,Three Wishes,Three Wishes,en-US,3.76,40569,56511,4126,576,2847,17447,24125,11516,https://images.gr-assets.com/books/1183888822m/1466455.jpg,https://images.gr-assets.com/books/1183888822s/1466455.jpg
1811,6420,6420,812053,26,312986343,9780312986350.0,Janet Evanovich,2002.0,Visions of Sugar Plums,"Visions of Sugar Plums (Stephanie Plum, #8.5)",en-US,3.68,62726,65154,1565,1997,7022,19528,18169,18438,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1819,1282954,1282954,1271984,32,60890681,9780060890680.0,Liane Moriarty,2006.0,The Last Anniversary,The Last Anniversary,eng,3.72,35325,53186,3819,657,3144,16975,22127,10283,https://images.gr-assets.com/books/1482971434m/1282954.jpg,https://images.gr-assets.com/books/1482971434s/1282954.jpg
