goodreads_book_id,tag_id,count
4982,1691,13
4982,17217,13
4982,27401,13
4982,25647,13
4982,11595,12
4982,24997,12
4982,24996,12
4982,11834,12
4984,30574,4523
4984,11743,255
4984,8717,198
4984,27669,194
4984,31984,95
4984,22743,47
4984,17487,38
4984,26837,32
4984,7457,31
4984,11557,28
4984,5207,26
4984,18367,25
4984,2277,21
4984,15048,21
4984,18045,19
4984,9221,17
4984,26771,16
4984,27661,16
4984,22753,15
4984,17213,14
4984,27684,13
4984,26636,12
4984,30521,11
4984,27656,10
4984,20849,9
4984,10197,9
4984,12948,9
4984,11503,9
4984,27682,9
4984,15169,8
4984,3392,8
4984,8055,8
4984,28751,8
4984,7654,8
4984,8067,7
4984,3389,6
4984,2313,6
4984,923,6
4984,7658,6
4984,20774,5
4984,5444,5
4984,1642,5
4984,2690,5
4984,23349,5
4984,15067,5
4984,27766,5
4984,27683,5
4984,27696,5
4984,22034,4
4984,5090,4
4984,27535,4
4984,31656,4
4984,18318,4
4984,2312,4
4984,30672,4
4984,7404,4
4984,10093,4
4984,24995,4
4984,1659,4
4984,20282,4
4984,31505,4
4984,26894,4
4984,5332,4
4984,11776,4
4984,11753,4
4984,22689,3
4984,3371,3
4984,21989,3
4984,27556,3
4984,18326,3
4984,22818,3
4984,27398,3
4984,7725,3
4984,15392,3
4984,26697,3
4984,3297,3
4984,2156,3
4984,11764,3
4984,25150,2
4984,22352,2
4984,10210,2
4984,20797,2
4984,18292,2
4984,4605,2
4984,21274,2
4984,31557,2
4984,26816,2
4984,6122,2
4984,22816,2
4984,30768,2
4984,21953,2
4984,8714,2
4984,597,2
4984,27557,2
4984,22674,2
4984,10895,2
4984,29911,2
4984,20839,2
4984,3540,2
4984,1395,2
4985,30574,25450
4985,8717,1266
4985,11743,1022
4985,27669,784
4985,11557,411
4985,26837,327
4985,7457,242
4985,31984,198
4985,26771,197
4985,22743,148
4985,18367,121
4985,15048,117
4985,5207,105
4985,17213,83
4985,17487,76
4985,27682,63
4985,26636,58
4985,2277,55
4985,30521,45
4985,10059,43
4985,27661,42
4985,12948,39
4985,9221,38
4985,22753,37
4985,7404,36
4985,18045,35
4985,22034,34
4985,11305,33
4985,26894,33
4985,2690,31
4985,923,30
4985,27684,29
4985,20849,27
4985,28751,27
4985,10064,27
4985,18326,26
4985,2313,26
4985,27398,26
4985,11503,24
4985,7654,23
4985,7725,23
4985,10197,22
4985,27683,22
4985,1642,21
4985,26785,20
4985,8055,20
4985,3392,19
4985,4949,19
4985,27656,19
4985,28300,19
4985,20774,18
4985,21989,18
4985,8067,18
4985,18318,18
4985,7658,18
4985,2312,17
4985,32586,16
4985,11590,15
4985,2104,15
4985,1659,15
4985,18292,15
4985,15067,15
4985,10644,14
4985,31505,14
4985,450,14
4985,15169,13
4985,20279,13
4985,20288,13
4985,26735,13
4985,24960,12
4985,22689,12
4985,27693,12
4985,26816,12
4985,12680,12
4985,2687,12
4985,27696,12
4985,3389,11
4985,11505,11
4985,26842,11
4985,30672,11
4985,10210,11
4985,1416,11
4985,27678,11
4985,11776,11
4985,14764,10
4985,14370,10
4985,11798,10
4985,5090,9
4985,3371,9
4985,25150,9
4985,5444,9
4985,10093,9
4985,10891,9
4985,28768,9
4985,27689,9
4985,31656,8
4985,7423,8
4985,15060,8
4985,28298,8
4985,28014,8
4986,30574,1586
4986,11743,322
4986,31984,122
4986,15048,91
4986,11557,83
4986,27669,79
4986,8717,64
4986,17487,42
4986,26837,40
4986,7457,39
4986,18367,33
4986,22743,31
4986,26771,31
4986,10891,28
4986,26636,28
4986,2277,23
4986,5207,21
4986,15067,20
4986,30521,18
4986,18045,17
4986,18326,17
4986,22753,15
4986,21689,15
4986,11305,13
4986,1659,12
4986,22034,11
4986,10197,10
4986,2313,10
4986,27682,10
4986,7725,10
4986,12680,10
4986,1642,9
4986,11503,9
4986,7404,9
4986,11590,8
4986,8055,8
4986,12948,8
4986,923,8
4986,9221,7
4986,3371,7
4986,9147,7
4986,25647,7
4986,487,7
4986,20849,6
4986,21989,6
4986,25150,6
4986,32586,6
4986,23471,6
4986,21773,6
4986,3392,5
4986,8067,5
4986,10210,5
4986,18292,5
4986,32080,5
4986,17213,4
4986,27556,4
4986,18318,4
4986,30672,4
4986,14552,4
4986,24993,4
4986,21274,4
4986,11978,4
4986,27684,4
4986,27656,4
4986,27661,4
4986,23931,4
4986,26894,4
4986,605,4
4986,2104,3
4986,3389,3
4986,25152,3
4986,27535,3
4986,18990,3
4986,18054,3
4986,25149,3
4986,10094,3
4986,783,3
4986,20797,3
4986,20282,3
4986,2690,3
4986,4949,3
4986,14370,3
4986,27693,3
4986,5481,3
4986,32099,3
4986,28300,3
4986,617,3
4986,15392,3
4986,11798,3
4986,25674,3
4986,18991,3
4986,485,3
4986,11776,3
4986,9650,3
4986,28014,3
4986,11753,3
4986,21869,3
4986,24991,3
4986,933,3
4986,15901,3
4987,30574,9325
4987,11743,577
4987,31984,177
4987,8717,144
4987,22743,98
4987,18367,86
4987,15048,81
4987,7457,79
4987,11557,70
4987,5207,66
4987,17487,61
4987,26837,55
4987,26636,43
4987,22034,42
4987,2277,39
4987,22753,34
4987,9221,31
4987,17213,29
4987,21989,28
4987,20849,27
4987,12948,26
4987,923,24
4987,18045,23
4987,2313,23
4987,23931,20
4987,18326,19
4987,30521,18
4987,14487,17
4987,26771,17
4987,7404,16
4987,20774,13
4987,10197,13
4987,8055,13
4987,11503,13
4987,8067,12
4987,461,11
4987,15067,11
4987,10210,10
4987,30672,9
4987,10644,8
4987,18318,8
4987,2271,8
4987,20288,8
4987,7654,8
4987,22689,7
4987,14552,7
4987,7725,7
4987,11776,7
4987,15169,6
4987,5090,6
4987,27535,6
4987,31656,6
4987,2312,6
4987,10093,6
4987,8517,6
4987,18292,6
4987,1416,6
4987,13962,6
4987,11798,6
4987,469,6
4987,25150,5
4987,5444,5
4987,27556,5
4987,7423,5
4987,26894,5
4987,12680,5
4987,2104,4
4987,20781,4
4987,14064,4
4987,14764,4
4987,21111,4
4987,32586,4
4987,15174,4
4987,25149,4
4987,1659,4
4987,23471,4
4987,24447,4
4987,22944,4
4987,7668,4
4987,23349,4
4987,22816,4
4987,31581,4
4987,7417,4
4987,20302,4
4987,20301,4
4987,22660,4
4987,920,4
4987,25153,3
4987,22352,3
4987,24997,3
4987,25000,3
4987,9477,3
4987,6122,3
4987,26697,3
4987,20811,3
4987,17260,3
4987,22794,3
4987,22772,3
4987,4693,3
4987,17488,3
5114,30574,3760
5114,11743,757
5114,7457,351
5114,27669,300
5114,22743,134
5114,18367,132
5114,5207,120
5114,2277,97
5114,8717,83
5114,11557,76
5114,7404,58
5114,22034,48
5114,2313,47
5114,22753,43
5114,26503,38
5114,923,37
5114,11590,35
5114,18326,32
5114,2312,32
5114,9221,23
5114,18045,23
5114,15957,23
5114,20849,22
5114,27682,21
5114,22025,21
5114,18318,20
5114,22027,20
5114,28751,19
5114,11505,18
5114,1642,17
5114,1659,17
5114,15169,16
5114,10644,16
5114,31505,16
5114,2104,15
5114,11497,15
5114,21437,15
5114,2335,15
5114,24960,13
5114,18292,13
5114,20774,12
5114,30521,12
5114,8067,12
5114,23349,12
5114,25765,11
5114,20288,11
5114,12948,11
5114,25151,10
5114,8055,10
5114,5444,10
5114,31656,10
5114,2294,10
5114,27684,10
5114,27661,10
5114,25146,10
5114,25152,9
5114,11221,9
5114,20282,9
5114,22111,9
5114,27696,9
5114,450,9
5114,30573,8
5114,25167,8
5114,25153,8
5114,442,8
5114,7417,8
5114,25145,8
5114,11798,8
5114,30548,8
5114,27535,7
5114,25150,7
5114,14764,7
5114,2271,7
5114,11503,7
5114,23471,7
5114,29316,7
5114,14370,7
5114,7654,7
5114,25171,7
5114,7658,7
5114,31528,7
5114,20301,7
5114,33114,6
5114,24964,6
5114,20781,6
5114,21111,6
5114,25438,6
5114,7423,6
5114,25149,6
5114,25148,6
5114,22944,6
5114,7668,6
5114,30860,6
5114,21869,6
5114,16260,6
5114,9886,5
5114,30672,5
5114,20797,5
5114,22009,5
5114,22356,5
5159,30574,6458
5159,11743,496
5159,8717,285
5159,11557,110
5159,5207,84
5159,26138,82
5159,22456,78
5159,22449,68
5159,22743,65
5159,2039,64
5159,18919,56
5159,6750,44
5159,22451,43
5159,4949,38
5159,8067,36
5159,22465,36
5159,22753,34
5159,8055,33
5159,12948,28
5159,1659,28
5159,1642,25
5159,20774,20
5159,22034,20
5159,18045,18
5159,18367,18
5159,21406,18
5159,20849,16
5159,18326,15
5159,11305,14
5159,9221,14
5159,22689,14
5159,21989,13
5159,14064,13
5159,25630,12
5159,18896,11
5159,14764,10
5159,9886,10
5159,25438,10
5159,22453,10
5159,500,10
5159,15174,9
5159,1499,9
5159,15169,8
5159,17213,8
5159,32586,8
5159,11503,8
5159,22153,8
5159,22352,7
5159,18640,7
5159,11221,7
5159,25148,7
5159,1416,7
5159,4959,7
5159,1684,7
5159,3392,6
5159,20939,6
5159,2277,6
5159,2313,6
5159,19524,6
5159,32686,6
5159,32726,6
5159,4968,6
5159,22733,6
5159,22459,6
5159,23993,6
5159,2156,6
5159,14686,6
5159,11590,5
5159,24960,5
5159,3371,5
5159,27535,5
5159,30521,5
5159,10197,5
5159,20288,5
5159,10210,5
5159,10093,5
5159,9638,5
5159,5051,5
5159,6766,5
5159,30766,5
5159,15392,5
5159,11226,5
5159,20125,5
5159,30768,5
5159,597,5
5159,8069,5
5159,11500,5
5159,503,5
5159,11818,5
5159,14083,5
5159,499,5
5159,22707,5
5159,11796,5
5159,11505,4
5159,25506,4
5159,21815,4
5159,8346,4
5159,22345,4
5159,10053,4
5159,22172,4
5166,30574,11464
5166,8717,611
5166,11743,404
5166,11557,348
5166,4949,330
5166,5207,131
5166,8055,103
5166,22456,96
5166,8067,92
5166,22449,88
5166,1659,87
5166,5051,80
5166,6750,75
5166,22743,73
5166,12948,67
5166,20939,66
5166,1642,65
5166,22034,55
5166,22465,50
5166,22451,49
5166,9886,46
5166,18045,43
5166,18367,41
5166,22753,39
5166,14487,38
5166,7060,38
5166,4959,36
5166,21989,34
5166,20011,34
5166,19634,33
5166,20008,32
5166,31818,29
5166,4968,28
5166,15169,27
5166,25438,27
5166,22689,24
5166,9221,23
5166,27535,23
5166,10916,21
5166,19659,21
5166,30521,20
5166,20288,20
5166,29076,20
5166,11978,20
5166,32686,20
5166,3371,19
5166,17213,19
5166,20849,17
5166,11221,17
5166,20774,16
5166,25148,16
5166,32708,16
5166,14064,15
5166,18326,15
5166,1416,15
5166,22944,15
5166,21406,15
5166,25152,14
5166,14764,14
5166,15174,14
5166,503,14
5166,6822,14
5166,4650,14
5166,4876,13
5166,11590,12
5166,2104,12
5166,25150,12
5166,10197,12
5166,19524,12
5166,3389,11
5166,7852,11
5166,25147,11
5166,11503,11
5166,9484,11
5166,5481,11
5166,15392,11
5166,22453,11
5166,22153,11
5166,11497,10
5166,32586,10
5166,21689,10
5166,4985,10
5166,9477,10
5166,9147,10
5166,25145,10
5166,11776,10
5166,9148,10
5166,24187,10
5166,5080,10
5166,31210,10
5166,11491,9
5166,30672,9
5166,24997,9
5166,20989,9
5166,18051,9
5166,25506,9
5166,4967,9
5166,617,9
5166,25146,9
5166,4915,9
5190,30574,12706
5190,11743,462
5190,8717,133
5190,6750,89
5190,22456,81
5190,22449,74
5190,5207,61
5190,11557,54
5190,8055,51
5190,4949,46
5190,22451,44
5190,22743,42
5190,8067,40
5190,10436,39
5190,22465,36
5190,1659,29
5190,18045,27
5190,26138,27
5190,22034,26
5190,1642,25
5190,21989,23
5190,32708,22
5190,22753,21
5190,9621,21
5190,12948,19
5190,3389,17
5190,32726,15
5190,3392,13
5190,3371,13
5190,25438,13
5190,9221,12
5190,15169,12
5190,10210,12
5190,20774,11
5190,9886,11
5190,30766,11
5190,22453,11
5190,22153,11
5190,17213,10
5190,5051,10
5190,25146,10
5190,605,10
5190,4290,10
5190,20849,9
5190,18367,9
5190,32686,9
5190,597,9
5190,22689,8
5190,10197,8
5190,2277,8
5190,11243,8
5190,6729,8
5190,11503,7
5190,3358,7
5190,25630,7
5190,13962,7
5190,608,7
5190,11500,7
5190,12600,6
5190,3379,6
5190,617,6
5190,11776,6
5190,25152,5
5190,615,5
5190,18326,5
5190,31656,5
5190,609,5
5190,18054,5
5190,3377,5
5190,18284,5
5190,5481,5
5190,6766,5
5190,4968,5
5190,11798,5
5190,22459,5
5190,22452,5
5190,4289,5
5190,27535,4
5190,30521,4
5190,25150,4
5190,18640,4
5190,14064,4
5190,20288,4
5190,30672,4
5190,32586,4
5190,11221,4
5190,15174,4
5190,24999,4
5190,18051,4
5190,1416,4
5190,9477,4
5190,4959,4
5190,11226,4
5190,22733,4
5190,11644,4
5190,8069,4
5190,829,4
5190,18377,4
5190,25151,3
5190,5360,3
5191,30574,8495
5191,11743,1134
5191,8717,450
5191,5207,217
5191,4949,172
5191,11557,170
5191,6750,161
5191,22743,120
5191,2608,111
5191,20939,105
5191,8067,100
5191,26138,91
5191,8055,91
5191,22449,88
5191,22456,84
5191,1659,77
5191,12948,65
5191,22451,49
5191,22753,48
5191,1642,48
5191,9221,44
5191,18367,43
5191,22465,43
5191,21989,37
5191,9886,37
5191,5051,37
5191,22034,36
5191,18045,29
5191,22689,27
5191,25630,27
5191,20774,26
5191,20849,26
5191,4959,25
5191,5180,24
5191,13703,24
5191,14487,21
5191,27713,20
5191,15169,19
5191,14764,19
5191,22944,19
5191,32726,19
5191,617,18
5191,18326,17
5191,27714,17
5191,25438,16
5191,32686,16
5191,15553,16
5191,14064,15
5191,22344,15
5191,11978,15
5191,25106,15
5191,30766,15
5191,19316,15
5191,29076,14
5191,5481,14
5191,9147,14
5191,597,14
5191,22453,14
5191,21406,14
5191,15798,14
5191,31103,14
5191,3389,13
5191,11505,13
5191,3371,13
5191,17213,13
5191,2277,13
5191,32708,13
5191,11590,12
5191,27535,12
5191,11503,12
5191,11221,12
5191,15174,12
5191,4968,12
5191,2158,12
5191,503,12
5191,10197,11
5191,4985,11
5191,23349,11
5191,6766,11
5191,6729,11
5191,4388,11
5191,31656,10
5191,1645,10
5191,22816,10
5191,15392,10
5191,11226,10
5191,22733,10
5191,22153,10
5191,3392,9
5191,22352,9
5191,611,9
5191,20288,9
5191,18051,9
5191,1416,9
5191,25822,9
5191,5057,9
5191,23993,9
5191,9477,8
5191,22656,8
5191,27041,8
5196,30574,1731
5196,8717,279
5196,6750,205
5196,11557,171
5196,18867,133
5196,26138,130
5196,5207,94
5196,22743,80
5196,22449,74
5196,4949,71
5196,11743,67
5196,8055,59
5196,15808,56
5196,12948,44
5196,1659,40
5196,9221,38
5196,18045,33
5196,22465,33
5196,22753,26
5196,22034,25
5196,1642,24
5196,9886,23
5196,32708,22
5196,21989,21
5196,6729,21
5196,15798,21
5196,32726,20
5196,25630,20
5196,4556,20
5196,3389,19
5196,3371,19
5196,6766,18
5196,4558,17
5196,15169,15
5196,20849,15
5196,18367,15
5196,11590,14
5196,15816,14
5196,12600,13
5196,15814,13
5196,22453,12
5196,15811,12
5196,3358,11
5196,5481,11
5196,15392,11
5196,22456,11
5196,503,11
5196,8067,10
5196,11503,10
5196,25438,10
5196,25106,10
5196,8076,10
5196,12135,10
5196,18187,10
5196,5751,9
5196,22689,9
5196,26126,9
5196,12940,9
5196,32686,9
5196,597,9
5196,22153,9
5196,15817,9
5196,20774,8
5196,3392,8
5196,17213,8
5196,25147,8
5196,32586,8
5196,1416,8
5196,22733,8
5196,22451,8
5196,11630,8
5196,2104,7
5196,18326,7
5196,20288,7
5196,11221,7
5196,10210,7
5196,3379,7
5196,19524,7
5196,5180,7
5196,31557,7
5196,487,7
5196,13794,7
5196,19316,7
5196,11500,7
5196,14064,6
5196,14487,6
5196,9484,6
5196,22344,6
5196,11978,6
5196,9477,6
5196,5051,6
5196,4076,6
5196,31430,6
5196,20125,6
5196,11798,6
5196,11776,6
5196,23993,6
5196,11643,5
5196,747,5
5196,9638,5
5198,30574,3096
5198,8717,368
5198,11743,258
5198,11557,136
5198,5207,102
5198,1753,96
5198,22743,94
5198,7457,80
5198,22456,69
5198,18367,58
5198,22449,51
5198,22034,49
5198,18326,44
5198,9221,39
5198,8055,37
5198,11665,37
5198,30952,37
5198,22753,36
5198,2277,34
5198,14487,34
5198,22451,29
5198,22465,27
5198,18045,25
5198,8067,25
5198,12948,25
5198,1659,24
5198,20849,21
5198,1761,21
5198,1642,19
5198,21989,18
5198,2312,18
5198,22689,17
5198,20774,16
5198,24807,16
5198,30521,14
5198,2313,14
5198,31656,14
5198,14764,13
5198,18318,13
5198,26735,13
5198,4949,13
5198,21656,13
5198,20472,13
5198,27199,12
5198,21662,12
5198,32686,12
5198,11673,12
5198,23349,12
5198,1762,12
5198,923,11
5198,24960,10
5198,22352,10
5198,14467,10
5198,31505,10
5198,21660,10
5198,22733,10
5198,22153,10
5198,1758,10
5198,22238,10
5198,15169,9
5198,9886,9
5198,7404,9
5198,10210,9
5198,12315,9
5198,23802,9
5198,4685,9
5198,11644,9
5198,11590,8
5198,17213,8
5198,32586,8
5198,22816,8
5198,8656,8
5198,22453,8
5198,11643,7
5198,15174,7
5198,20797,7
5198,29316,7
5198,4718,7
5198,5051,7
5198,7668,7
5198,32724,7
5198,11305,6
5198,14064,6
5198,2271,6
5198,11503,6
5198,14552,6
5198,1416,6
5198,21665,6
5198,24840,6
5198,4680,6
5198,9477,6
5198,9638,6
5198,7654,6
5198,15392,6
5198,1750,6
5198,22478,6
5198,30950,6
5198,12290,5
5198,23803,5
5198,915,5
5203,30574,17343
5203,11743,2673
5203,11557,384
5203,5207,369
5203,8717,350
5203,8055,259
5203,4949,255
5203,8067,233
5203,6750,232
5203,22743,229
5203,1659,186
5203,22034,144
5203,1642,132
5203,12948,132
5203,7852,128
5203,22456,109
5203,9886,107
5203,22449,105
5203,22753,103
5203,11590,88
5203,18326,85
5203,19788,80
5203,2104,74
5203,32057,71
5203,18367,70
5203,20849,66
5203,11505,64
5203,22451,64
5203,18045,61
5203,21989,61
5203,22465,60
5203,25438,56
5203,9221,55
5203,15169,55
5203,20824,55
5203,27535,55
5203,5051,55
5203,22689,52
5203,33114,51
5203,1416,51
5203,32686,46
5203,24960,44
5203,17213,43
5203,24526,43
5203,20774,40
5203,20288,40
5203,11497,38
5203,11491,34
5203,9484,31
5203,4959,31
5203,19786,31
5203,30521,30
5203,2277,29
5203,18318,29
5203,11776,29
5203,9297,28
5203,32989,27
5203,32586,26
5203,14370,26
5203,2100,26
5203,26138,24
5203,14064,24
5203,15174,24
5203,30672,23
5203,5481,23
5203,9477,23
5203,4968,23
5203,30573,22
5203,14764,22
5203,8069,22
5203,3389,21
5203,22352,21
5203,11798,21
5203,23993,21
5203,18680,20
5203,11221,20
5203,9638,20
5203,25630,20
5203,8346,20
5203,9295,20
5203,3392,19
5203,22733,19
5203,11595,18
5203,11503,18
5203,31505,18
5203,4985,18
5203,25106,18
5203,22944,18
5203,6766,18
5203,1499,18
5203,7457,17
5203,25234,17
5203,25149,17
5203,20821,17
5203,1128,16
5203,19524,16
5203,15048,16
5203,12869,16
5203,24908,16
5203,22156,16
5306,30574,2396
5306,21689,1026
5306,31155,995
5306,7457,708
5306,19733,426
5306,21773,406
5306,11557,263
5306,4605,173
5306,7404,158
5306,22743,154
5306,5207,147
5306,8717,133
5306,18367,132
5306,19742,118
5306,28623,112
5306,2277,99
5306,4949,99
5306,11743,79
5306,4615,77
5306,2313,70
5306,9684,69
5306,1691,67
5306,3389,63
5306,16563,61
5306,14552,59
5306,2580,56
5306,22753,53
5306,3611,53
5306,3371,52
5306,2271,50
5306,3392,48
5306,31656,45
5306,923,42
5306,31190,42
5306,18045,40
5306,31186,37
5306,30521,36
5306,2335,36
5306,9221,34
5306,32077,34
5306,450,32
5306,1642,30
5306,20774,29
5306,22034,29
5306,19738,29
5306,2104,27
5306,25987,27
5306,20849,24
5306,32586,24
5306,18328,24
5306,22689,23
5306,3358,22
5306,31162,21
5306,21656,21
5306,11590,20
5306,17213,20
5306,25151,19
5306,7423,18
5306,3379,18
5306,20282,18
5306,15048,18
5306,4594,18
5306,2305,18
5306,10891,18
5306,31528,18
5306,11505,17
5306,11497,17
5306,11503,17
5306,3377,17
5306,27535,16
5306,30755,16
5306,14764,15
5306,21660,15
5306,19735,15
5306,21989,14
5306,26735,14
5306,7478,14
5306,21662,14
5306,760,14
5306,25150,13
5306,14467,13
5306,24993,13
5306,1416,13
5306,3616,13
5306,31174,13
5306,2287,13
5306,24960,12
5306,15169,12
5306,10197,12
5306,30672,12
5306,21195,12
5306,19737,12
5306,4568,12
5306,21685,12
5306,8683,12
5306,1128,11
5306,19524,11
5306,31156,11
5306,32865,11
5306,829,11
5308,30574,34918
5308,7457,3795
5308,11743,2364
5308,8717,1125
5308,7404,650
5308,18367,442
5308,11557,412
5308,26735,357
5308,22743,290
5308,5207,259
5308,2313,215
5308,25114,207
5308,14487,202
5308,22034,192
5308,2277,170
5308,7423,133
5308,26740,131
5308,12315,130
5308,14370,126
5308,28623,123
5308,16563,115
5308,21989,102
5308,22753,100
5308,923,96
5308,2312,95
5308,27669,92
5308,33114,90
5308,22025,90
5308,18326,89
5308,1642,84
5308,9221,81
5308,18045,79
5308,1659,75
5308,7417,66
5308,25191,65
5308,12948,64
5308,10644,63
5308,20282,61
5308,20849,56
5308,26752,56
5308,4949,55
5308,14467,54
5308,30521,52
5308,9886,52
5308,20774,51
5308,18318,50
5308,22027,50
5308,19983,50
5308,25761,46
5308,7422,45
5308,6828,44
5308,15169,42
5308,26754,41
5308,21656,41
5308,19860,41
5308,3389,40
5308,21662,40
5308,25438,39
5308,24960,37
5308,7478,37
5308,25151,36
5308,31103,36
5308,3371,35
5308,25152,34
5308,17213,34
5308,22689,33
5308,31656,33
5308,25171,33
5308,21043,33
5308,11590,32
5308,1691,31
5308,29716,30
5308,30005,30
5308,3392,29
5308,3271,29
5308,2287,29
5308,25150,28
5308,18292,28
5308,430,28
5308,7472,28
5308,30573,27
5308,32989,24
5308,32586,24
5308,11221,24
5308,27682,24
5308,28964,24
5308,24099,24
5308,11503,23
5308,25149,23
5308,5481,23
5308,1010,23
5308,11765,23
5308,5090,22
5308,10197,22
5308,21660,22
5308,28525,22
5308,11798,22
5308,24997,21
5308,25148,20
5308,13645,20
5345,30574,2815
5345,8717,465
5345,21689,195
5345,13720,171
5345,31254,157
5345,16518,136
5345,11557,118
5345,9221,110
5345,17721,82
5345,14552,80
5345,21773,73
5345,22743,71
5345,17857,71
5345,13723,63
5345,4605,59
5345,8517,53
5345,4949,51
5345,3371,46
5345,3389,44
5345,5207,43
5345,11743,40
5345,20656,35
5345,3392,32
5345,22238,30
5345,31250,29
5345,20939,28
5345,26816,28
5345,17213,27
5345,10197,26
5345,1642,25
5345,30358,25
5345,1416,25
5345,22753,22
5345,20849,22
5345,10210,22
5345,22034,21
5345,14064,21
5345,3358,21
5345,28009,21
5345,9159,21
5345,24654,21
5345,12940,20
5345,23909,20
5345,31265,20
5345,17864,20
5345,10831,20
5345,31211,20
5345,16687,20
5345,8554,20
5345,6233,20
5345,23253,20
5345,16985,20
5345,3379,19
5345,3377,19
5345,26233,19
5345,32528,19
5345,15169,18
5345,20989,17
5345,28052,17
5345,6122,17
5345,20774,16
5345,617,15
5345,15589,15
5345,5090,14
5345,21989,14
5345,30386,14
5345,20957,14
5345,5180,14
5345,8553,14
5345,18045,13
5345,32586,13
5345,20926,13
5345,31505,13
5345,17863,13
5345,8397,13
5345,18397,13
5345,27535,12
5345,9886,12
5345,11503,12
5345,10094,12
5345,9477,12
5345,31557,12
5345,10866,12
5345,29179,12
5345,8559,12
5345,10911,12
5345,444,12
5345,15537,12
5345,10093,11
5345,5481,11
5345,22733,11
5345,2450,11
5345,6234,11
5345,1659,10
5345,4594,10
5345,17860,10
5345,18284,9
5345,23931,9
5345,21953,9
5345,12724,9
5346,30574,2743
5346,11743,832
5346,16518,654
5346,8717,643
5346,20939,326
5346,30358,299
5346,13720,215
5346,9221,191
5346,17863,171
5346,22743,161
5346,5207,149
5346,8517,149
5346,29076,145
5346,17857,103
5346,11557,83
5346,20994,76
5346,13723,66
5346,22753,56
5346,17721,55
5346,18045,50
5346,30386,50
5346,22034,47
5346,17864,47
5346,17860,39
5346,20989,38
5346,3371,37
5346,1642,37
5346,20926,37
5346,1659,37
5346,611,34
5346,3379,32
5346,20849,30
5346,21989,30
5346,3389,29
5346,20774,28
5346,3392,28
5346,15169,27
5346,20196,27
5346,8397,26
5346,9886,24
5346,12948,23
5346,10197,21
5346,2277,21
5346,17213,20
5346,8067,20
5346,10210,20
5346,5090,17
5346,8527,17
5346,3377,17
5346,8533,16
5346,20957,16
5346,5180,16
5346,615,15
5346,25816,15
5346,8545,14
5346,21482,14
5346,12940,13
5346,5332,13
5346,20656,13
5346,22689,12
5346,8055,12
5346,14064,12
5346,14764,12
5346,11503,12
5346,31557,12
5346,29083,12
5346,2326,12
5346,18284,11
5346,10094,11
5346,6122,11
5346,617,11
5346,22733,11
5346,21953,11
5346,17736,11
5346,16766,11
5346,10644,10
5346,20781,10
5346,3358,10
5346,21001,10
5346,21003,10
5346,11978,10
5346,22944,10
5346,23349,10
5346,20125,10
5346,20991,10
5346,8396,10
5346,31211,10
5346,32586,9
5346,25148,9
5346,30109,9
5346,24602,9
5346,16572,9
5346,9336,8
5346,1078,8
5346,28204,8
5346,11005,8
5346,16765,8
5346,25150,7
5346,25149,7
5346,12724,7
5347,30574,7870
5347,11743,564
5347,16518,405
5347,8717,229
5347,28422,189
5347,13720,138
5347,9221,114
5347,22743,101
5347,5207,97
5347,12281,73
5347,20939,67
5347,11557,49
5347,12948,41
5347,18045,39
5347,13723,36
5347,8067,29
5347,20774,28
5347,22034,28
5347,1659,28
5347,1642,27
5347,30358,27
5347,22753,26
5347,9147,26
5347,25630,26
5347,3371,23
5347,10210,23
5347,26735,23
5347,12940,23
5347,3389,21
5347,24517,21
5347,7576,21
5347,3392,20
5347,20849,20
5347,21989,20
5347,29384,20
5347,25524,20
5347,23741,20
5347,6530,20
5347,25951,20
5347,12677,20
5347,8055,19
5347,609,19
5347,28751,19
5347,2450,19
5347,10197,18
5347,31557,17
5347,14370,16
5347,6122,15
5347,15169,14
5347,17213,14
5347,611,14
5347,10094,14
5347,5090,13
5347,29076,13
5347,25438,13
5347,10644,12
5347,14064,12
5347,3377,12
5347,28434,12
5347,9886,11
5347,20994,11
5347,7852,10
5347,21953,10
5347,22689,9
5347,27535,9
5347,2277,9
5347,8517,9
5347,5180,9
5347,615,8
5347,14764,8
5347,30386,8
5347,10093,7
5347,4949,7
5347,11978,7
5347,13962,7
5347,33114,6
5347,22545,6
5347,18367,6
5347,3379,6
5347,22733,6
5347,28204,6
5347,11776,6
5347,17863,6
5347,20160,6
5347,9969,6
5347,14097,6
5347,24983,6
5347,31656,5
5347,26126,5
5347,11503,5
5347,1416,5
5347,22944,5
5347,18282,5
5347,25151,4
5347,30521,4
5347,25150,4
5347,3358,4
5347,17864,4
5347,22356,4
5347,4757,4
5348,30574,3067
5348,8717,900
5348,16518,680
5348,11743,320
5348,9221,173
5348,20939,134
5348,30358,97
5348,22743,90
5348,13720,89
5348,5207,80
5348,17863,73
5348,11557,46
5348,1691,45
5348,17864,45
5348,21989,44
5348,9886,44
5348,22753,35
5348,20774,33
5348,17213,32
5348,29076,31
5348,17857,29
5348,3389,28
5348,8517,28
5348,18045,25
5348,20849,24
5348,10197,24
5348,13723,24
5348,4949,23
5348,17860,23
5348,10210,22
5348,3392,20
5348,3379,19
5348,5481,19
5348,27535,18
5348,1642,18
5348,20994,18
5348,32533,18
5348,22034,17
5348,30386,17
5348,10094,17
5348,20957,17
5348,5180,17
5348,17735,17
